ID_music,music,artists,total_artists,released_year,released_month,released_day,released_date,day_week_released,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
923,I Really Want To Stay At Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,18/12/2020,Sexta-Feira,668,1,140430339,0,0,31,0,125,D#,Minor,49,13,74,0,0,9,4
924,California Breeze,Lil Baby,1,2022,10,14,14/10/2022,Sexta-Feira,991,0,85559365,36,38,13,0,162,F,Minor,74,22,67,0,0,11,46
925,Bamba ,"Luciano, Aitch, Bia",3,2022,9,22,22/9/2022,Quinta-Feira,869,7,146223492,14,12,12,2,138,A#,Major,80,82,81,14,0,13,36
926,Casei Com A Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,1/7/2022,Sexta-Feira,648,4,187701588,0,0,30,0,161,A#,Minor,59,62,60,12,0,5,44
927,Major Distribution,"Drake, 21 Savage",2,2022,11,4,4/11/2022,Sexta-Feira,1545,0,154863153,22,7,15,0,131,G#,Minor,91,23,55,1,0,7,32
928,Pussy & Millions ,"Drake, Travis Scott, 21 Savage",3,2022,11,4,4/11/2022,Sexta-Feira,1930,0,191333656,24,8,17,0,122,E,Minor,75,45,63,6,0,35,12
929,Vigilante Shit,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1948,0,253650850,12,9,16,0,80,E,Minor,80,16,28,17,0,12,39
930,Question...?,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1608,0,223064273,10,3,12,0,109,G,Major,75,11,50,20,0,30,17
931,On Bs,"Drake, 21 Savage",2,2022,11,4,4/11/2022,Sexta-Feira,1338,0,170413877,9,20,7,0,158,A,Major,84,33,36,2,0,39,59
932,Mastermind,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1936,0,218320587,7,5,13,0,126,E,Major,66,12,35,55,0,9,14
933,Circo Loco,"Drake, 21 Savage",2,2022,11,4,4/11/2022,Sexta-Feira,1794,0,141720999,26,9,17,0,104,C#,Major,73,25,61,1,0,32,7
934,Labyrinth,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1597,0,187339835,6,3,15,0,110,,Major,48,15,31,80,22,12,4
935,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,4/11/2022,Sexta-Feira,1652,2,198365537,26,52,10,0,130,G,Major,77,20,70,1,0,16,5
936,Sweet Nothing,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1747,0,186104310,9,6,13,0,177,,Major,34,39,16,97,0,12,5
937,"Would'Ve, Could'Ve, Should'Ve",Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1715,0,177503916,4,5,8,0,158,G,Major,48,55,84,43,0,15,12
938,Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,4/11/2022,Sexta-Feira,486,0,71095708,8,1,7,0,114,D,Minor,62,25,44,51,33,14,3
939,Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,4/11/2022,Sexta-Feira,1007,0,112436403,6,5,3,0,144,F,Major,93,62,61,0,0,12,20
940,The Astronaut,Jin,1,2022,10,28,28/10/2022,Sexta-Feira,481,9,203436468,10,100,15,1,125,F,Major,54,22,76,0,0,14,3
941,Backoutsideboyz,Drake,1,2022,11,4,4/11/2022,Sexta-Feira,1045,0,93367537,8,5,2,0,142,F,Minor,85,40,43,4,0,39,32
942,Broke Boys,"Drake, 21 Savage",2,2022,11,4,4/11/2022,Sexta-Feira,1060,0,106249219,3,8,5,0,120,D,Major,64,11,53,1,0,25,27
943,The Great War,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1274,0,181382590,1,6,11,0,96,F,Major,57,55,74,22,0,8,4
944,My Mind & Me,Selena Gomez,1,2022,11,3,3/11/2022,Quinta-Feira,953,0,91473363,61,13,37,1,144,A,Major,60,24,39,57,0,8,3
945,Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,21/10/2022,Sexta-Feira,1180,0,121871870,4,0,8,0,166,F#,Major,42,7,24,83,1,12,6
946,A Veces ,"Feid, Paulo Londra",2,2022,11,3,3/11/2022,Quinta-Feira,573,0,73513683,2,0,7,0,92,C#,Major,80,81,67,4,0,8,6
947,En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,20/10/2022,Quinta-Feira,1320,0,133895612,29,26,17,0,97,C#,Major,82,67,77,8,0,12,5
948,Alone,Burna Boy,1,2022,11,4,4/11/2022,Sexta-Feira,782,2,96007391,27,18,32,1,90,E,Minor,61,32,67,15,0,11,5
